Area_Name,Area,BHK,Bathroom,Transaction,Furnishing,Type,Price
rohini,750,2,2,New_Property,Semi-Furnished,Apartment,5000000
rohini,950,2,2,Resale,Furnished,Apartment,15500000
rohini,600,2,2,Resale,Semi-Furnished,Builder_Floor,4200000
rohini,650,2,2,New_Property,Semi-Furnished,Builder_Floor,6200000
rohini,1300,4,3,New_Property,Semi-Furnished,Builder_Floor,15500000
rohini,1350,4,3,Resale,Semi-Furnished,Builder_Floor,10000000
rohini,650,2,2,New_Property,Semi-Furnished,Apartment,4000000
rohini,1300,4,4,New_Property,Semi-Furnished,Builder_Floor,15000000
rohini,1100,3,2,New_Property,Semi-Furnished,Builder_Floor,6200000
rohini,550,2,2,New_Property,Semi-Furnished,Builder_Floor,4500000
rohini,1100,4,3,New_Property,Semi-Furnished,Builder_Floor,17000000
rohini,1150,3,3,Resale,Semi-Furnished,Apartment,25000000
rohini,650,2,2,Resale,Semi-Furnished,Builder_Floor,6000000
rohini,850,2,2,Resale,Semi-Furnished,Apartment,11000000
rohini,900,3,2,Resale,Semi-Furnished,Builder_Floor,4500000
rohini,900,2,2,Resale,Semi-Furnished,Apartment,10500000
rohini,1100,3,3,New_Property,Furnished,Builder_Floor,7000000
rohini,800,3,2,Resale,Semi-Furnished,Builder_Floor,7000000
rohini,500,1,1,Resale,Semi-Furnished,Apartment,3400000
lajpat nagar,900,2,2,New_Property,Semi-Furnished,Builder_Floor,13000000
lajpat nagar,1000,3,3,New_Property,Semi-Furnished,Builder_Floor,22000000
lajpat nagar,900,2,2,New_Property,Semi-Furnished,Builder_Floor,15800000
lajpat nagar,900,2,2,Resale,Unfurnished,Builder_Floor,10000000
lajpat nagar,1600,3,3,New_Property,Unfurnished,Builder_Floor,30000000
lajpat nagar,1150,3,3,New_Property,Semi-Furnished,Builder_Floor,24000000
lajpat nagar,1500,3,3,Resale,Semi-Furnished,Builder_Floor,31500000
lajpat nagar,850,2,2,Resale,Semi-Furnished,Builder_Floor,14600000
lajpat nagar,8000,4,5,New_Property,Semi-Furnished,Builder_Floor,240000000
lajpat nagar,1100,3,3,New_Property,Unfurnished,Builder_Floor,22500000
lajpat nagar,1500,3,3,Resale,Semi-Furnished,Builder_Floor,40000000
lajpat nagar,2700,4,4,Resale,Semi-Furnished,Builder_Floor,55000000
lajpat nagar,1400,3,3,Resale,Unfurnished,Builder_Floor,24500000
lajpat nagar,1800,3,3,Resale,Unfurnished,Apartment,24500000
lajpat nagar,1400,3,3,New_Property,Semi-Furnished,Builder_Floor,32500000
lajpat nagar,1000,2,2,Resale,Furnished,Apartment,20000000
lajpat nagar,1700,3,3,Resale,Furnished,Builder_Floor,19000000
lajpat nagar,1600,3,3,Resale,Unfurnished,Builder_Floor,26000000
lajpat nagar,1350,3,3,Resale,Unfurnished,Builder_Floor,21000000
lajpat nagar,1700,3,3,Resale,Semi-Furnished,Builder_Floor,27500000
lajpat nagar,1450,3,3,New_Property,Semi-Furnished,Builder_Floor,45000000
lajpat nagar,1350,3,3,Resale,Semi-Furnished,Builder_Floor,21000000
lajpat nagar,1700,3,3,Resale,Unfurnished,Builder_Floor,28000000
lajpat nagar,1600,3,3,Resale,Unfurnished,Builder_Floor,29500000
lajpat nagar,1350,2,2,Resale,Furnished,Builder_Floor,12500000
lajpat nagar,1500,3,3,New_Property,Semi-Furnished,Builder_Floor,26000000
lajpat nagar,750,2,2,New_Property,Semi-Furnished,Builder_Floor,11500000
lajpat nagar,1350,3,3,Resale,Semi-Furnished,Builder_Floor,22000000
lajpat nagar,900,2,2,New_Property,Semi-Furnished,Builder_Floor,13400000
lajpat nagar,1800,3,3,New_Property,Semi-Furnished,Builder_Floor,35000000
lajpat nagar,900,2,2,Resale,Furnished,Builder_Floor,11000000
lajpat nagar,900,2,2,Resale,Unfurnished,Builder_Floor,6300000
lajpat nagar,900,2,2,Resale,Furnished,Builder_Floor,12500000
lajpat nagar,800,2,2,New_Property,Unfurnished,Builder_Floor,14500000
lajpat nagar,1100,2,3,New_Property,Semi-Furnished,Builder_Floor,22500000
lajpat nagar,900,2,2,New_Property,Unfurnished,Builder_Floor,13000000
lajpat nagar,1350,3,3,New_Property,Semi-Furnished,Builder_Floor,25000000
lajpat nagar,750,2,2,New_Property,Semi-Furnished,Builder_Floor,16500000
lajpat nagar,900,2,2,New_Property,Unfurnished,Builder_Floor,10300000
lajpat nagar,1350,3,3,New_Property,Semi-Furnished,Builder_Floor,26000000
lajpat nagar,900,2,2,Resale,Unfurnished,Builder_Floor,11000000
lajpat nagar,1800,3,3,New_Property,Unfurnished,Builder_Floor,28500000
rohini,1000,2,2,Resale,Semi-Furnished,Apartment,7600000
rohini,1550,4,3,New_Property,Semi-Furnished,Builder_Floor,12500000
rohini,850,3,2,New_Property,Semi-Furnished,Builder_Floor,6500000
rohini,850,3,2,New_Property,Semi-Furnished,Builder_Floor,7300000
rohini,950,3,2,New_Property,Semi-Furnished,Builder_Floor,7600000
rohini,2300,4,4,New_Property,Semi-Furnished,Builder_Floor,20000000
rohini,800,2,2,New_Property,Semi-Furnished,Apartment,5500000
rohini,350,1,1,New_Property,Semi-Furnished,Apartment,2000000
rohini,1600,4,3,New_Property,Semi-Furnished,Apartment,13000000
rohini,1450,3,3,New_Property,Semi-Furnished,Apartment,11500000
rohini,1600,3,3,New_Property,Semi-Furnished,Apartment,13500000
rohini,1500,3,2,New_Property,Semi-Furnished,Apartment,12000000
rohini,550,2,2,New_Property,Semi-Furnished,Apartment,3500000
rohini,2500,4,3,New_Property,Semi-Furnished,Apartment,15000000
rohini,2800,5,4,New_Property,Semi-Furnished,Apartment,17500000
rohini,300,1,1,New_Property,Semi-Furnished,Apartment,1900000
rohini,800,3,2,New_Property,Semi-Furnished,Apartment,5500000
rohini,700,3,2,New_Property,Semi-Furnished,Apartment,4700000
rohini,350,1,1,New_Property,Semi-Furnished,Builder_Floor,2400000
rohini,450,2,2,New_Property,Semi-Furnished,Builder_Floor,3800000
rohini,2200,4,4,New_Property,Semi-Furnished,Builder_Floor,23000000
rohini,2300,4,4,New_Property,Semi-Furnished,Builder_Floor,24500000
rohini,1150,3,2,New_Property,Semi-Furnished,Builder_Floor,10000000
rohini,800,3,2,New_Property,Semi-Furnished,Builder_Floor,5500000
rohini,850,3,2,New_Property,Semi-Furnished,Builder_Floor,7000000
uttam nagar,950,3,2,New_Property,Furnished,Apartment,4370000
greater kailash,2400,4,4,New_Property,Semi-Furnished,Apartment,70000000
greater kailash,2700,4,3,New_Property,Semi-Furnished,Builder_Floor,60000000
Other,2900,5,5,New_Property,Furnished,Builder_Floor,51000000
uttam nagar,1000,3,2,New_Property,Semi-Furnished,Builder_Floor,5510000
Other,850,2,2,New_Property,Semi-Furnished,Apartment,2940000
Other,1800,4,3,Resale,Semi-Furnished,Builder_Floor,55000000
vasant kunj,1100,2,2,Resale,Semi-Furnished,Apartment,15000000
greater kailash,22050,4,4,New_Property,Semi-Furnished,Builder_Floor,51000000
rohini,1550,4,3,New_Property,Semi-Furnished,Builder_Floor,13000000
greater kailash,1600,3,3,New_Property,Semi-Furnished,Builder_Floor,30000000
Other,700,2,2,New_Property,Semi-Furnished,Builder_Floor,2400000
new friends colony,4500,4,4,New_Property,Semi-Furnished,Builder_Floor,60000000
new friends colony,1800,4,4,New_Property,Semi-Furnished,Builder_Floor,65000000
maharani bagh,6000,5,5,New_Property,Semi-Furnished,Builder_Floor,220000000
new friends colony,6000,5,5,New_Property,Semi-Furnished,Builder_Floor,220000000
new friends colony,4300,4,4,Resale,Unfurnished,Builder_Floor,60000000
new friends colony,1700,3,3,New_Property,Semi-Furnished,Builder_Floor,38500000
maharani bagh,2500,3,3,Resale,Semi-Furnished,Apartment,50000000
new friends colony,2500,3,3,Resale,Semi-Furnished,Apartment,50000000
new friends colony,4500,4,4,New_Property,Semi-Furnished,Builder_Floor,75000000
new friends colony,2450,4,4,New_Property,Furnished,Builder_Floor,70000000
maharani bagh,4800,3,4,Resale,Semi-Furnished,Builder_Floor,85000000
new friends colony,4800,3,4,Resale,Semi-Furnished,Builder_Floor,85000000
new friends colony,1600,3,3,Resale,Semi-Furnished,Apartment,40000000
new friends colony,3500,4,4,Resale,Unfurnished,Builder_Floor,90000000
new friends colony,2100,4,5,New_Property,Semi-Furnished,Builder_Floor,56000000
new friends colony,4200,5,5,New_Property,Semi-Furnished,Builder_Floor,135500000
new friends colony,1500,3,3,New_Property,Semi-Furnished,Builder_Floor,60000000
maharani bagh,8150,4,5,New_Property,Unfurnished,Builder_Floor,170000000
new friends colony,8150,4,5,New_Property,Unfurnished,Builder_Floor,170000000
maharani bagh,2200,4,4,Resale,Semi-Furnished,Builder_Floor,50000000
new friends colony,2200,4,4,Resale,Semi-Furnished,Builder_Floor,50000000
new friends colony,3500,4,5,New_Property,Semi-Furnished,Builder_Floor,58000000
maharani bagh,3500,3,3,Resale,Unfurnished,Builder_Floor,45000000
new friends colony,3500,3,3,Resale,Unfurnished,Builder_Floor,45000000
new friends colony,2000,4,4,New_Property,Semi-Furnished,Builder_Floor,70000000
new friends colony,2550,4,4,Resale,Unfurnished,Builder_Floor,60000000
new friends colony,4500,4,4,Resale,Semi-Furnished,Builder_Floor,70000000
new friends colony,1400,3,3,New_Property,Semi-Furnished,Builder_Floor,50000000
new friends colony,2800,4,5,New_Property,Semi-Furnished,Builder_Floor,75000000
new friends colony,2700,4,4,New_Property,Semi-Furnished,Builder_Floor,52500000
new friends colony,4500,4,4,Resale,Semi-Furnished,Builder_Floor,55000000
maharani bagh,7200,4,4,Resale,Semi-Furnished,Builder_Floor,120000000
new friends colony,7200,4,4,Resale,Semi-Furnished,Builder_Floor,120000000
kailash colony,3500,5,5,New_Property,Semi-Furnished,Builder_Floor,70000000
greater kailash,3500,5,5,New_Property,Semi-Furnished,Builder_Floor,70000000
kailash colony,2200,4,4,New_Property,Semi-Furnished,Builder_Floor,47500000
greater kailash,2200,4,4,New_Property,Semi-Furnished,Builder_Floor,47500000
kailash colony,2200,4,4,New_Property,Semi-Furnished,Builder_Floor,40000000
greater kailash,2200,4,4,New_Property,Semi-Furnished,Builder_Floor,40000000
kailash colony,3500,4,4,New_Property,Semi-Furnished,Builder_Floor,85000000
greater kailash,3500,4,4,New_Property,Semi-Furnished,Builder_Floor,85000000
kailash colony,3150,4,4,Resale,Semi-Furnished,Builder_Floor,35000000
greater kailash,3150,4,4,Resale,Semi-Furnished,Builder_Floor,35000000
kailash colony,900,2,2,Resale,Semi-Furnished,Builder_Floor,20000000
greater kailash,900,2,2,Resale,Semi-Furnished,Builder_Floor,20000000
kailash colony,1200,3,2,Resale,Semi-Furnished,Builder_Floor,17000000
greater kailash,1200,3,2,Resale,Semi-Furnished,Builder_Floor,17000000
kailash colony,4500,4,4,Resale,Semi-Furnished,Builder_Floor,47500000
greater kailash,4500,4,4,Resale,Semi-Furnished,Builder_Floor,47500000
kailash colony,1350,3,3,New_Property,Unfurnished,Builder_Floor,26000000
greater kailash,1350,3,3,New_Property,Unfurnished,Builder_Floor,26000000
kailash colony,1200,3,3,New_Property,Unfurnished,Builder_Floor,25000000
greater kailash,1200,3,3,New_Property,Unfurnished,Builder_Floor,25000000
kailash colony,1500,3,3,New_Property,Semi-Furnished,Builder_Floor,40000000
greater kailash,1500,3,3,New_Property,Semi-Furnished,Builder_Floor,40000000
kailash colony,1600,3,3,Resale,Unfurnished,Builder_Floor,22500000
greater kailash,1600,3,3,Resale,Unfurnished,Builder_Floor,22500000
kailash colony,4500,4,4,New_Property,Semi-Furnished,Builder_Floor,70000000
greater kailash,4500,4,4,New_Property,Semi-Furnished,Builder_Floor,70000000
kailash colony,2150,4,4,New_Property,Unfurnished,Builder_Floor,45000000
greater kailash,2150,4,4,New_Property,Unfurnished,Builder_Floor,45000000
kailash colony,1150,3,3,New_Property,Semi-Furnished,Builder_Floor,25500000
greater kailash,1150,3,3,New_Property,Semi-Furnished,Builder_Floor,25500000
kailash colony,1000,2,2,Resale,Unfurnished,Builder_Floor,15000000
greater kailash,1000,2,2,Resale,Unfurnished,Builder_Floor,15000000
kailash colony,4500,4,4,Resale,Semi-Furnished,Builder_Floor,55000000
greater kailash,4500,4,4,Resale,Semi-Furnished,Builder_Floor,55000000
kailash colony,1150,3,3,New_Property,Semi-Furnished,Builder_Floor,26000000
greater kailash,1150,3,3,New_Property,Semi-Furnished,Builder_Floor,26000000
kailash colony,2000,4,4,Resale,Semi-Furnished,Builder_Floor,38000000
greater kailash,2000,4,4,Resale,Semi-Furnished,Builder_Floor,38000000
kailash colony,4500,4,5,Resale,Semi-Furnished,Builder_Floor,72500000
greater kailash,4500,4,5,Resale,Semi-Furnished,Builder_Floor,72500000
kailash colony,3000,4,5,New_Property,Semi-Furnished,Builder_Floor,65000000
greater kailash,3000,4,5,New_Property,Semi-Furnished,Builder_Floor,65000000
shahdara,650,2,2,Resale,Semi-Furnished,Apartment,5800000
shahdara,950,3,2,Resale,Semi-Furnished,Apartment,5500000
shahdara,750,2,2,Resale,Unfurnished,Builder_Floor,4500000
shahdara,800,3,2,Resale,Semi-Furnished,Builder_Floor,3800000
shahdara,1350,4,3,New_Property,Semi-Furnished,Builder_Floor,11300000
shahdara,850,3,2,Resale,Semi-Furnished,Builder_Floor,4500000
shahdara,1300,4,3,New_Property,Furnished,Builder_Floor,11500000
shahdara,900,3,2,New_Property,Semi-Furnished,Builder_Floor,6000000
shahdara,1050,3,2,Resale,Semi-Furnished,Apartment,9000000
shahdara,850,2,2,Resale,Furnished,Builder_Floor,4500000
shahdara,1650,4,3,New_Property,Furnished,Apartment,14000000
shahdara,1150,2,2,Resale,Semi-Furnished,Apartment,7300000
shahdara,900,2,2,Resale,Semi-Furnished,Apartment,6500000
yamuna vihar,900,2,2,Resale,Semi-Furnished,Apartment,6500000
shahdara,850,3,2,Resale,Furnished,Builder_Floor,5700000
yamuna vihar,850,3,2,Resale,Furnished,Builder_Floor,5700000
shahdara,2250,3,2,Resale,Furnished,Builder_Floor,18500000
yamuna vihar,2250,3,2,Resale,Furnished,Builder_Floor,18500000
shahdara,1500,5,3,Resale,Furnished,Builder_Floor,30000000
yamuna vihar,1500,5,3,Resale,Furnished,Builder_Floor,30000000
shahdara,700,2,1,New_Property,Furnished,Builder_Floor,16000000
yamuna vihar,700,2,1,New_Property,Furnished,Builder_Floor,16000000
laxmi nagar,450,2,1,Resale,Semi-Furnished,Builder_Floor,3500000
laxmi nagar,1000,2,2,Resale,Unfurnished,Apartment,7500000
laxmi nagar,900,3,2,Resale,Semi-Furnished,Builder_Floor,7000000
laxmi nagar,800,3,2,New_Property,Semi-Furnished,Builder_Floor,4500000
laxmi nagar,450,2,1,New_Property,Semi-Furnished,Builder_Floor,2700000
laxmi nagar,1700,4,3,New_Property,Unfurnished,Builder_Floor,11500000
laxmi nagar,550,2,2,New_Property,Unfurnished,Builder_Floor,3600000
laxmi nagar,450,2,1,Resale,Unfurnished,Apartment,2500000
laxmi nagar,900,4,2,Resale,Furnished,Builder_Floor,6600000
laxmi nagar,500,2,1,Resale,Semi-Furnished,Builder_Floor,3700000
laxmi nagar,800,3,2,Resale,Semi-Furnished,Builder_Floor,5400000
laxmi nagar,450,2,2,New_Property,Semi-Furnished,Builder_Floor,2550000
laxmi nagar,1000,3,3,Resale,Furnished,Builder_Floor,12500000
laxmi nagar,600,2,2,Resale,Unfurnished,Builder_Floor,7000000
laxmi nagar,900,3,2,Resale,Semi-Furnished,Builder_Floor,6000000
laxmi nagar,1000,3,2,Resale,Unfurnished,Apartment,6000000
uttam nagar,450,2,1,New_Property,Semi-Furnished,Builder_Floor,1850000
uttam nagar,1000,3,2,New_Property,Semi-Furnished,Builder_Floor,6200000
uttam nagar,550,2,2,New_Property,Semi-Furnished,Builder_Floor,1900000
uttam nagar,550,2,1,New_Property,Semi-Furnished,Builder_Floor,2000000
uttam nagar,550,2,2,New_Property,Semi-Furnished,Builder_Floor,2600000
patel nagar,800,3,2,Resale,Unfurnished,Builder_Floor,8000000
patel nagar,900,3,2,Resale,Semi-Furnished,Builder_Floor,9500000
patel nagar,900,2,2,Resale,Furnished,Builder_Floor,7400000
patel nagar,2000,3,3,Resale,Semi-Furnished,Apartment,37500000
patel nagar,2000,4,4,Resale,Semi-Furnished,Builder_Floor,15000000
patel nagar,1900,3,3,New_Property,Semi-Furnished,Apartment,55300000
patel nagar,100,3,2,Resale,Semi-Furnished,Apartment,16000000
patel nagar,900,3,2,Resale,Furnished,Builder_Floor,10400000
patel nagar,950,2,2,Resale,Semi-Furnished,Builder_Floor,8000000
patel nagar,1800,3,3,Resale,Semi-Furnished,Builder_Floor,27000000
patel nagar,1500,3,3,Resale,Semi-Furnished,Builder_Floor,19500000
patel nagar,1800,3,3,Resale,Furnished,Apartment,50000000
patel nagar,1800,3,3,Resale,Unfurnished,Builder_Floor,21100000
patel nagar,850,2,3,Resale,Semi-Furnished,Builder_Floor,5900000
patel nagar,900,3,2,Resale,Unfurnished,Builder_Floor,12000000
patel nagar,1800,3,3,Resale,Unfurnished,Apartment,24000000
patel nagar,200,1,1,Resale,Semi-Furnished,Apartment,7000000
patel nagar,900,2,2,Resale,Furnished,Builder_Floor,1500000
patel nagar,1500,3,3,Resale,Unfurnished,Builder_Floor,12500000
vasant kunj,2000,3,3,Resale,Unfurnished,Apartment,31000000
vasant kunj,650,1,2,Resale,Semi-Furnished,Apartment,7400000
vasant kunj,1100,2,2,Resale,Unfurnished,Apartment,15500000
vasant kunj,1450,3,2,Resale,Semi-Furnished,Apartment,23500000
vasant kunj,1200,3,2,Resale,Semi-Furnished,Apartment,25000000
vasant kunj,600,1,2,New_Property,Unfurnished,Apartment,7000000
vasant kunj,1000,2,2,Resale,Unfurnished,Apartment,17500000
vasant kunj,1600,3,2,Resale,Semi-Furnished,Apartment,25000000
vasant kunj,1750,4,4,New_Property,Unfurnished,Apartment,29000000
vasant kunj,1300,3,3,Resale,Semi-Furnished,Apartment,21900000
vasant kunj,550,1,2,Resale,Furnished,Apartment,7500000
vasant kunj,2200,4,3,Resale,Semi-Furnished,Apartment,23500000
vasant kunj,1100,2,2,Resale,Semi-Furnished,Apartment,24000000
vasant kunj,1700,3,2,Resale,Semi-Furnished,Builder_Floor,31000000
vasant kunj,1100,2,2,Resale,Semi-Furnished,Apartment,16500000
vasant kunj,1000,2,2,Resale,Furnished,Builder_Floor,5000000
vasant kunj,1350,3,2,New_Property,Furnished,Apartment,24000000
vasant kunj,2000,4,2,New_Property,Furnished,Apartment,40000000
